dataset_image,split,source_relative_path,source_sha256,annotation_class,class_id,x_min,y_min,x_max,y_max,yolo_x_center,yolo_y_center,yolo_width,yolo_height,decision_source
transition_candidates__brightness_high__run_03__frame_024_20260820T154017_741.jpg,train,transition_candidates/brightness_high/run_03/frame_024_20260820T154017_741.jpg,fe73590f72a5830723142158c35ec9a08a3b841494cdc54dcc0ad4e6150b809d,yellow,1,431,180,470,243,0.938542,0.587500,0.081250,0.175000,transition_hash_matches_yellow
transition_candidates__brightness_high__run_03__frame_025_20260820T154017_869.jpg,train,transition_candidates/brightness_high/run_03/frame_025_20260820T154017_869.jpg,fe73590f72a5830723142158c35ec9a08a3b841494cdc54dcc0ad4e6150b809d,yellow,1,431,180,470,243,0.938542,0.587500,0.081250,0.175000,transition_hash_matches_yellow
transition_candidates__brightness_high__run_03__frame_026_20260820T154017_989.jpg,train,transition_candidates/brightness_high/run_03/frame_026_20260820T154017_989.jpg,b2c01907e2e95e02104e019f450ce2a6f7ed00dec3b914e0631e3c4d63d24411,yellow,1,438,180,478,246,0.954167,0.591667,0.083333,0.183333,transition_hash_matches_yellow
transition_candidates__brightness_high__run_03__frame_027_20260820T154018_116.jpg,train,transition_candidates/brightness_high/run_03/frame_027_20260820T154018_116.jpg,c067698b44f102efa2448493dc760847a47366601a3f5642c1eb92ee1563d469,yellow,1,440,180,478,246,0.956250,0.591667,0.079167,0.183333,transition_hash_matches_yellow
transition_candidates__brightness_high__run_03__frame_028_20260820T154018_244.jpg,train,transition_candidates/brightness_high/run_03/frame_028_20260820T154018_244.jpg,64965e0bdb1af3e95b81b9f6f1e37ca5baf37c662332e135cf742c6f9a3905d1,yellow,1,445,180,480,248,0.963542,0.594444,0.072917,0.188889,transition_hash_matches_yellow
transition_candidates__brightness_high__run_03__frame_029_20260820T154018_373.jpg,train,transition_candidates/brightness_high/run_03/frame_029_20260820T154018_373.jpg,1b7b6b26ae623c36570167700cfe6fea67da7e8a3c0cf6760e7c1c7f9f502746,yellow,1,448,180,480,233,0.966667,0.573611,0.066667,0.147222,transition_visual_review
transition_candidates__brightness_high__run_03__frame_030_20260820T154018_493.jpg,train,transition_candidates/brightness_high/run_03/frame_030_20260820T154018_493.jpg,691cab517b378a8bb3a760ce62fd56273e452af03a35ff1e16354938d4223976,,,,,,,,,,,transition_hash_matches_unclear
transition_candidates__brightness_high__run_03__frame_031_20260820T154018_617.jpg,train,transition_candidates/brightness_high/run_03/frame_031_20260820T154018_617.jpg,7396e70c2943cded4e0d2714ad7d45037780b31f654295d751c9f80f4c4eed0b,,,,,,,,,,,transition_hash_matches_unclear
transition_candidates__brightness_high__run_03__frame_032_20260820T154018_735.jpg,train,transition_candidates/brightness_high/run_03/frame_032_20260820T154018_735.jpg,8273941cfab44635b5172beeb36759a237365887b86136da835bc2aa4a2ce2bd,,,,,,,,,,,transition_hash_matches_unclear
transition_candidates__brightness_high__run_03__frame_033_20260820T154018_862.jpg,train,transition_candidates/brightness_high/run_03/frame_033_20260820T154018_862.jpg,16417fbc85bf722506db80f68d0ae4886f4fb3f9ae0303590fee6cf226b02be1,,,,,,,,,,,transition_hash_matches_unclear
transition_candidates__brightness_high__run_03__frame_034_20260820T154018_990.jpg,train,transition_candidates/brightness_high/run_03/frame_034_20260820T154018_990.jpg,16417fbc85bf722506db80f68d0ae4886f4fb3f9ae0303590fee6cf226b02be1,,,,,,,,,,,transition_hash_matches_unclear
transition_candidates__brightness_high__run_03__frame_035_20260820T154019_110.jpg,train,transition_candidates/brightness_high/run_03/frame_035_20260820T154019_110.jpg,85c330fb2eed20e4f9433ef6321f88d5ab74b10e04fffd78972d1c60253fa7fc,,,,,,,,,,,transition_hash_matches_unclear
transition_candidates__brightness_high__run_03__frame_036_20260820T154019_233.jpg,train,transition_candidates/brightness_high/run_03/frame_036_20260820T154019_233.jpg,85c330fb2eed20e4f9433ef6321f88d5ab74b10e04fffd78972d1c60253fa7fc,,,,,,,,,,,transition_hash_matches_unclear
transition_candidates__brightness_high__run_03__frame_037_20260820T154019_365.jpg,train,transition_candidates/brightness_high/run_03/frame_037_20260820T154019_365.jpg,d798247e671feec583e2469bd001f0438cf395dac641b0101f4cc4c15756c73d,,,,,,,,,,,transition_hash_red_but_no_visible_signal
transition_candidates__brightness_high__run_03__frame_038_20260820T154019_496.jpg,train,transition_candidates/brightness_high/run_03/frame_038_20260820T154019_496.jpg,ad4175e3303244a9240d0af084ffdd8dca51c642953578925e8b8bb3fff47021,,,,,,,,,,,transition_hash_red_but_no_visible_signal
transition_candidates__brightness_high__run_03__frame_039_20260820T154019_626.jpg,train,transition_candidates/brightness_high/run_03/frame_039_20260820T154019_626.jpg,368f4b5601706cd8dd336c579d4211c6798517c40265b3a2e1315e289b6721f6,,,,,,,,,,,transition_hash_red_but_no_visible_signal
transition_candidates__brightness_high__run_03__frame_040_20260820T154019_754.jpg,train,transition_candidates/brightness_high/run_03/frame_040_20260820T154019_754.jpg,72218ea3327c50ef5e85c25077ae72d30a05d6c20a62ff64a5db236eb697532d,,,,,,,,,,,transition_hash_red_but_no_visible_signal
transition_candidates__brightness_high__run_03__frame_041_20260820T154019_873.jpg,train,transition_candidates/brightness_high/run_03/frame_041_20260820T154019_873.jpg,234e390d38e1ce99320029f3023274633de28c5d73f3e940af682335757c734b,,,,,,,,,,,transition_hash_red_but_no_visible_signal
transition_candidates__brightness_high__run_03__frame_042_20260820T154019_992.jpg,train,transition_candidates/brightness_high/run_03/frame_042_20260820T154019_992.jpg,234e390d38e1ce99320029f3023274633de28c5d73f3e940af682335757c734b,,,,,,,,,,,transition_hash_red_but_no_visible_signal
transition_candidates__brightness_high__run_03__frame_043_20260820T154020_125.jpg,train,transition_candidates/brightness_high/run_03/frame_043_20260820T154020_125.jpg,bd6d7177dc3baa46e157d6b23bbc9d8a2e7b999bd77794cacc16eebdac8c6336,,,,,,,,,,,transition_hash_red_but_no_visible_signal
transition_candidates__brightness_high__run_03__frame_044_20260820T154020_249.jpg,train,transition_candidates/brightness_high/run_03/frame_044_20260820T154020_249.jpg,ba86ff06358adafb193a58ca7b1e5cf3d83816e8ff4d9498d85487c3cf9744ac,,,,,,,,,,,transition_hash_red_but_no_visible_signal
transition_candidates__brightness_high__run_03__frame_045_20260820T154020_389.jpg,train,transition_candidates/brightness_high/run_03/frame_045_20260820T154020_389.jpg,03288be6bfab4b0b883eba8d40b851a11bc458ae8c4532e46ad839d75c6ed53f,,,,,,,,,,,transition_hash_red_but_no_visible_signal
transition_candidates__brightness_high__run_03__frame_046_20260820T154020_516.jpg,train,transition_candidates/brightness_high/run_03/frame_046_20260820T154020_516.jpg,7d94bdf8862695ed5912c4aa09e6d0ab641d94fb28c5aa8a8abf049e3f4c3e3b,,,,,,,,,,,transition_hash_red_but_no_visible_signal
transition_candidates__brightness_high__run_03__frame_047_20260820T154020_649.jpg,train,transition_candidates/brightness_high/run_03/frame_047_20260820T154020_649.jpg,fe7245a99d8d921d12978fbdc2d1c5d98b1e3e4cf9a04e490084fd4448913467,,,,,,,,,,,transition_hash_red_but_no_visible_signal
transition_candidates__brightness_high__run_03__frame_048_20260820T154020_776.jpg,train,transition_candidates/brightness_high/run_03/frame_048_20260820T154020_776.jpg,f8c8089fa46df00ec0fde00297599eb9225c0f5127bb79db4b9a913cd08c3e3b,,,,,,,,,,,transition_hash_red_but_no_visible_signal
transition_candidates__brightness_high__run_03__frame_049_20260820T154020_893.jpg,train,transition_candidates/brightness_high/run_03/frame_049_20260820T154020_893.jpg,4a65f6727c0f4bbf8a54e73537b6ffe2a0f5c8b1f54e5b333e8afa34d296bdd1,,,,,,,,,,,transition_hash_red_but_no_visible_signal
transition_candidates__brightness_high__run_04__frame_000_20260820T154022_649.jpg,val,transition_candidates/brightness_high/run_04/frame_000_20260820T154022_649.jpg,11c64e13a258951f13c266467d849317889260fdae670d17047cdd1d706c64e0,green,2,337,180,352,207,0.717708,0.537500,0.031250,0.075000,transition_hash_matches_green
transition_candidates__brightness_high__run_04__frame_001_20260820T154022_784.jpg,val,transition_candidates/brightness_high/run_04/frame_001_20260820T154022_784.jpg,2dd5d5ec3d595e9df39fd8fe3ed7dd21c5f400733b8b1788c26683f43560ecf8,green,2,337,180,353,207,0.718750,0.537500,0.033333,0.075000,transition_hash_matches_green
transition_candidates__brightness_high__run_04__frame_002_20260820T154022_915.jpg,val,transition_candidates/brightness_high/run_04/frame_002_20260820T154022_915.jpg,6c9497d38bb2fcf29a9cf0d4f96eb9591ca6322f5878d48914412050aad32255,green,2,338,180,353,207,0.719792,0.537500,0.031250,0.075000,transition_hash_matches_green
transition_candidates__brightness_high__run_04__frame_003_20260820T154023_046.jpg,val,transition_candidates/brightness_high/run_04/frame_003_20260820T154023_046.jpg,4ff955e06ac6f78f026de62d3b5fb73b22df89213283922565e9c652a70f1c21,green,2,338,180,354,207,0.720833,0.537500,0.033333,0.075000,transition_hash_matches_green
transition_candidates__brightness_high__run_04__frame_004_20260820T154023_174.jpg,val,transition_candidates/brightness_high/run_04/frame_004_20260820T154023_174.jpg,4ff955e06ac6f78f026de62d3b5fb73b22df89213283922565e9c652a70f1c21,green,2,338,180,354,207,0.720833,0.537500,0.033333,0.075000,transition_hash_matches_green
transition_candidates__brightness_high__run_04__frame_005_20260820T154023_295.jpg,val,transition_candidates/brightness_high/run_04/frame_005_20260820T154023_295.jpg,a38f1b9ba4bcfa0824aefa48a44d7efa4d9dd349adbd395a8b56e8cd12790ec2,green,2,340,180,356,207,0.725000,0.537500,0.033333,0.075000,transition_hash_matches_green
transition_candidates__brightness_high__run_04__frame_006_20260820T154023_415.jpg,val,transition_candidates/brightness_high/run_04/frame_006_20260820T154023_415.jpg,d93e255c1878f203055b1d4dc3af2a8fe148406faaf73834be8e7b2203c5e6bf,green,2,341,180,357,208,0.727083,0.538889,0.033333,0.077778,transition_hash_matches_green
transition_candidates__brightness_high__run_04__frame_007_20260820T154023_547.jpg,val,transition_candidates/brightness_high/run_04/frame_007_20260820T154023_547.jpg,d93e255c1878f203055b1d4dc3af2a8fe148406faaf73834be8e7b2203c5e6bf,green,2,341,180,357,208,0.727083,0.538889,0.033333,0.077778,transition_hash_matches_green
transition_candidates__brightness_high__run_04__frame_008_20260820T154023_672.jpg,val,transition_candidates/brightness_high/run_04/frame_008_20260820T154023_672.jpg,d93e255c1878f203055b1d4dc3af2a8fe148406faaf73834be8e7b2203c5e6bf,green,2,341,180,357,208,0.727083,0.538889,0.033333,0.077778,transition_hash_matches_green
transition_candidates__brightness_high__run_04__frame_009_20260820T154023_813.jpg,val,transition_candidates/brightness_high/run_04/frame_009_20260820T154023_813.jpg,6271dc2f0f02533800955d054be46dbeea247b67cd8501f57a914380b3c859d9,yellow,1,343,180,360,208,0.732292,0.538889,0.035417,0.077778,transition_visual_review
transition_candidates__brightness_high__run_04__frame_010_20260820T154023_943.jpg,val,transition_candidates/brightness_high/run_04/frame_010_20260820T154023_943.jpg,c37021f095a2b6c1b731dd8f891f36ee35af8d63e424a92c8d437c789b5bbd39,yellow,1,344,180,360,208,0.733333,0.538889,0.033333,0.077778,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_011_20260820T154024_072.jpg,val,transition_candidates/brightness_high/run_04/frame_011_20260820T154024_072.jpg,7cfc3d25be8955425e1d2347c6a8ee6a306cc3097c35fe00adccf33c1f2be7fa,yellow,1,345,180,362,209,0.736458,0.540278,0.035417,0.080556,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_012_20260820T154024_206.jpg,val,transition_candidates/brightness_high/run_04/frame_012_20260820T154024_206.jpg,d6e742e15c1a065481d6c8c87160537f02015c1e7d5e70eff06bae2aeed37ad5,yellow,1,345,180,363,209,0.737500,0.540278,0.037500,0.080556,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_013_20260820T154024_330.jpg,val,transition_candidates/brightness_high/run_04/frame_013_20260820T154024_330.jpg,d6e742e15c1a065481d6c8c87160537f02015c1e7d5e70eff06bae2aeed37ad5,yellow,1,345,180,363,209,0.737500,0.540278,0.037500,0.080556,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_014_20260820T154024_462.jpg,val,transition_candidates/brightness_high/run_04/frame_014_20260820T154024_462.jpg,9e51cab2b9e2d73ae7b0aed138b00dd6c2052b3af86e0d9689ef0e93244005f2,yellow,1,346,180,365,209,0.740625,0.540278,0.039583,0.080556,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_015_20260820T154024_593.jpg,val,transition_candidates/brightness_high/run_04/frame_015_20260820T154024_593.jpg,9e51cab2b9e2d73ae7b0aed138b00dd6c2052b3af86e0d9689ef0e93244005f2,yellow,1,346,180,365,209,0.740625,0.540278,0.039583,0.080556,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_016_20260820T154024_721.jpg,val,transition_candidates/brightness_high/run_04/frame_016_20260820T154024_721.jpg,792249f08d85119fdf657bb4874c624effdbf36f02861136786c6071b8cc1f1c,yellow,1,348,180,367,210,0.744792,0.541667,0.039583,0.083333,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_017_20260820T154024_853.jpg,val,transition_candidates/brightness_high/run_04/frame_017_20260820T154024_853.jpg,e449cdbf8c786fd5eeaca39cdd6ae7418205bae93e02cff98e79b6daf4208705,yellow,1,349,180,368,210,0.746875,0.541667,0.039583,0.083333,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_018_20260820T154024_991.jpg,val,transition_candidates/brightness_high/run_04/frame_018_20260820T154024_991.jpg,5d2a8ff45ecb845f95e11f376f366361d8772e586a37e9e6419e713929619349,yellow,1,350,180,369,210,0.748958,0.541667,0.039583,0.083333,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_019_20260820T154025_119.jpg,val,transition_candidates/brightness_high/run_04/frame_019_20260820T154025_119.jpg,68f4b9b0cedcae675f223f0d0ce15656a243da2984ef0fb26b7dbf353ef626d2,yellow,1,352,180,370,210,0.752083,0.541667,0.037500,0.083333,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_020_20260820T154025_243.jpg,val,transition_candidates/brightness_high/run_04/frame_020_20260820T154025_243.jpg,b394bc76ea1d034d5ab4259b6e95a2ec248d879f334281de58da0ce3bed3fdc5,yellow,1,353,180,371,211,0.754167,0.543056,0.037500,0.086111,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_021_20260820T154025_367.jpg,val,transition_candidates/brightness_high/run_04/frame_021_20260820T154025_367.jpg,c9ebc0460361519b450faa1677f216b871a34605aff77a4c40f6d62cea4f059b,yellow,1,354,180,373,211,0.757292,0.543056,0.039583,0.086111,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_022_20260820T154025_501.jpg,val,transition_candidates/brightness_high/run_04/frame_022_20260820T154025_501.jpg,cb3f4c4cb89af05d069d322b861bf7b47741bfbd2d06add8d926f4cccf39961e,yellow,1,355,180,374,211,0.759375,0.543056,0.039583,0.086111,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_023_20260820T154025_624.jpg,val,transition_candidates/brightness_high/run_04/frame_023_20260820T154025_624.jpg,a101e79b05e76f742eb7deeda09acd7b3547cb824f655d31e8b6969bcceff31e,yellow,1,356,180,376,211,0.762500,0.543056,0.041667,0.086111,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_024_20260820T154025_746.jpg,val,transition_candidates/brightness_high/run_04/frame_024_20260820T154025_746.jpg,cd7e175b02be628befb1fec1187a4812b20eac291a821da310602d67b6f6b286,yellow,1,356,180,376,212,0.762500,0.544444,0.041667,0.088889,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_025_20260820T154025_869.jpg,val,transition_candidates/brightness_high/run_04/frame_025_20260820T154025_869.jpg,9b125921bd9bd33dcda566e25402ad6a2888e96f3d953099050df348c5b95a9b,yellow,1,357,180,378,212,0.765625,0.544444,0.043750,0.088889,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_026_20260820T154025_993.jpg,val,transition_candidates/brightness_high/run_04/frame_026_20260820T154025_993.jpg,4f569ba62f412e991c7c60cc73a90cc66f15e1b09d0e6175473cc612dd0aa678,yellow,1,358,180,378,212,0.766667,0.544444,0.041667,0.088889,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_027_20260820T154026_116.jpg,val,transition_candidates/brightness_high/run_04/frame_027_20260820T154026_116.jpg,0965faeac9cd551c5509165127e8b4c793fe290e256dfbed73f0e7e55c791c16,yellow,1,361,180,380,212,0.771875,0.544444,0.039583,0.088889,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_028_20260820T154026_242.jpg,val,transition_candidates/brightness_high/run_04/frame_028_20260820T154026_242.jpg,0965faeac9cd551c5509165127e8b4c793fe290e256dfbed73f0e7e55c791c16,yellow,1,361,180,380,212,0.771875,0.544444,0.039583,0.088889,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_029_20260820T154026_364.jpg,val,transition_candidates/brightness_high/run_04/frame_029_20260820T154026_364.jpg,96cc89ef7e6e6dd06dcc7e31b8913dce008cbe8a2e592fdd38215b11648957e7,yellow,1,362,180,382,213,0.775000,0.545833,0.041667,0.091667,transition_hash_matches_yellow
transition_candidates__brightness_high__run_04__frame_030_20260820T154026_492.jpg,val,transition_candidates/brightness_high/run_04/frame_030_20260820T154026_492.jpg,74a6ea25aba362f6d2f5f2adf0458692274600a20af359e7d47e8ed629f47c44,yellow,1,363,180,383,213,0.777083,0.545833,0.041667,0.091667,transition_visual_review
transition_candidates__brightness_high__run_04__frame_031_20260820T154026_623.jpg,val,transition_candidates/brightness_high/run_04/frame_031_20260820T154026_623.jpg,2377a2be33927ff2844983a3189652f0e8f84e0e34d0c2b66ca6f1b6b2aeaac3,yellow,1,364,180,385,215,0.780208,0.548611,0.043750,0.097222,transition_visual_review
transition_candidates__brightness_high__run_04__frame_032_20260820T154026_741.jpg,val,transition_candidates/brightness_high/run_04/frame_032_20260820T154026_741.jpg,2377a2be33927ff2844983a3189652f0e8f84e0e34d0c2b66ca6f1b6b2aeaac3,yellow,1,364,180,385,215,0.780208,0.548611,0.043750,0.097222,transition_visual_review
transition_candidates__brightness_high__run_04__frame_033_20260820T154026_876.jpg,val,transition_candidates/brightness_high/run_04/frame_033_20260820T154026_876.jpg,3385a0b86b3d079c3ca1f177ae2edc1933fb118835f809ac69d810b77662662e,red,0,365,180,386,215,0.782292,0.548611,0.043750,0.097222,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_034_20260820T154027_003.jpg,val,transition_candidates/brightness_high/run_04/frame_034_20260820T154027_003.jpg,6eaa05d6068713b004775428635d5d037c1cbc51020637568d82665a88da3106,red,0,366,180,388,215,0.785417,0.548611,0.045833,0.097222,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_035_20260820T154027_145.jpg,val,transition_candidates/brightness_high/run_04/frame_035_20260820T154027_145.jpg,9503ceded157baa3233f4c722b3fe259444f053301b7495a4e4e4cd67454edad,red,0,367,180,390,216,0.788542,0.550000,0.047917,0.100000,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_036_20260820T154027_273.jpg,val,transition_candidates/brightness_high/run_04/frame_036_20260820T154027_273.jpg,4e81f1eefbee1718f3ac8cfa74a90cac8cd8dca17b77ebffc9d1d773e970ac43,red,0,370,180,391,216,0.792708,0.550000,0.043750,0.100000,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_037_20260820T154027_404.jpg,val,transition_candidates/brightness_high/run_04/frame_037_20260820T154027_404.jpg,0800b1f64d5929c438ce7336428cc8bc83499ad683147c72a2fc8f540b9ed070,red,0,371,180,392,216,0.794792,0.550000,0.043750,0.100000,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_038_20260820T154027_530.jpg,val,transition_candidates/brightness_high/run_04/frame_038_20260820T154027_530.jpg,6db9b2aeededa23367dfd8fed0d11fa7563e241af2a6ee5715235727a6d83e0a,red,0,372,180,394,216,0.797917,0.550000,0.045833,0.100000,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_039_20260820T154027_669.jpg,val,transition_candidates/brightness_high/run_04/frame_039_20260820T154027_669.jpg,9c49e0eeeef6bf3a09546a035478639a11049aa23f5b764b916b8a244f20777e,red,0,374,180,396,217,0.802083,0.551389,0.045833,0.102778,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_040_20260820T154027_809.jpg,val,transition_candidates/brightness_high/run_04/frame_040_20260820T154027_809.jpg,dc4f155b393550fa85bcbd4763032b599c036a1708c93674a2f3ee911a2d0d04,red,0,375,180,397,217,0.804167,0.551389,0.045833,0.102778,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_041_20260820T154027_939.jpg,val,transition_candidates/brightness_high/run_04/frame_041_20260820T154027_939.jpg,68dc07337e1d77230c750f0569e1b846c2d7d7afba8c1330a1e6583befc9c452,red,0,377,180,399,217,0.808333,0.551389,0.045833,0.102778,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_042_20260820T154028_071.jpg,val,transition_candidates/brightness_high/run_04/frame_042_20260820T154028_071.jpg,addb3a7eb1a0168d9de453c6e625c2b1f47d148d2b72e922892d31e72113640d,red,0,378,180,401,217,0.811458,0.551389,0.047917,0.102778,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_043_20260820T154028_198.jpg,val,transition_candidates/brightness_high/run_04/frame_043_20260820T154028_198.jpg,9de0445011399456fe66210911939731493c0e75260172936f822fad93a109fa,red,0,380,180,403,218,0.815625,0.552778,0.047917,0.105556,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_044_20260820T154028_329.jpg,val,transition_candidates/brightness_high/run_04/frame_044_20260820T154028_329.jpg,b5e48295c62f349962bb93223217386f03aec41be6d8f4032fec843de56b56c1,red,0,380,180,404,218,0.816667,0.552778,0.050000,0.105556,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_045_20260820T154028_463.jpg,val,transition_candidates/brightness_high/run_04/frame_045_20260820T154028_463.jpg,b5e48295c62f349962bb93223217386f03aec41be6d8f4032fec843de56b56c1,red,0,380,180,404,218,0.816667,0.552778,0.050000,0.105556,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_046_20260820T154028_600.jpg,val,transition_candidates/brightness_high/run_04/frame_046_20260820T154028_600.jpg,cb05fa1082819680a8aa1e600d2c8f20f38699d286275eed414a19acc60e3b3c,red,0,380,180,404,218,0.816667,0.552778,0.050000,0.105556,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_047_20260820T154028_734.jpg,val,transition_candidates/brightness_high/run_04/frame_047_20260820T154028_734.jpg,151e67f7618ad16099c7bd73d2173a7ed902b2d39488e8f200c41631e7e3063f,red,0,380,180,404,218,0.816667,0.552778,0.050000,0.105556,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_048_20260820T154028_861.jpg,val,transition_candidates/brightness_high/run_04/frame_048_20260820T154028_861.jpg,7c1fb31a9484c1cfffbc2562487d8ad7c0153006e05e9e9e4aa1a5463ebd765f,red,0,380,180,404,218,0.816667,0.552778,0.050000,0.105556,transition_hash_matches_red
transition_candidates__brightness_high__run_04__frame_049_20260820T154028_986.jpg,val,transition_candidates/brightness_high/run_04/frame_049_20260820T154028_986.jpg,b5c688f4aa176573c713e245d9c4d867c8fc047ea9aa4e204e3884d75ea243c7,red,0,380,180,404,218,0.816667,0.552778,0.050000,0.105556,transition_hash_matches_red
transition_candidates__brightness_high__run_05__frame_000_20260820T154030_740.jpg,test,transition_candidates/brightness_high/run_05/frame_000_20260820T154030_740.jpg,5fcc3e3e1748171dce82365ee007cab50622b9b6434d843e7d8533931a5ad83f,green,2,260,180,276,208,0.558333,0.538889,0.033333,0.077778,transition_hash_matches_green
transition_candidates__brightness_high__run_05__frame_001_20260820T154030_889.jpg,test,transition_candidates/brightness_high/run_05/frame_001_20260820T154030_889.jpg,71435dd2e70f6bbb31f6ff41521f16be27c63912df6014f71c6c595de816dfd3,green,2,260,180,276,209,0.558333,0.540278,0.033333,0.080556,transition_hash_matches_green
transition_candidates__brightness_high__run_05__frame_002_20260820T154031_009.jpg,test,transition_candidates/brightness_high/run_05/frame_002_20260820T154031_009.jpg,04e14be4f16076d66b1a92b048a7617c082921f067a89b64839dbd0f1ad785c4,green,2,260,180,276,209,0.558333,0.540278,0.033333,0.080556,transition_hash_matches_green
transition_candidates__brightness_high__run_05__frame_003_20260820T154031_132.jpg,test,transition_candidates/brightness_high/run_05/frame_003_20260820T154031_132.jpg,04e14be4f16076d66b1a92b048a7617c082921f067a89b64839dbd0f1ad785c4,green,2,260,180,276,209,0.558333,0.540278,0.033333,0.080556,transition_hash_matches_green
transition_candidates__brightness_high__run_05__frame_004_20260820T154031_266.jpg,test,transition_candidates/brightness_high/run_05/frame_004_20260820T154031_266.jpg,9b539b522406b6fb9c3384c796c4318c8b5c84b4ab427724826540ba4a660d7b,green,2,260,180,276,209,0.558333,0.540278,0.033333,0.080556,transition_hash_matches_green
transition_candidates__brightness_high__run_05__frame_005_20260820T154031_401.jpg,test,transition_candidates/brightness_high/run_05/frame_005_20260820T154031_401.jpg,9b539b522406b6fb9c3384c796c4318c8b5c84b4ab427724826540ba4a660d7b,green,2,260,180,276,209,0.558333,0.540278,0.033333,0.080556,transition_hash_matches_green
transition_candidates__brightness_high__run_05__frame_006_20260820T154031_522.jpg,test,transition_candidates/brightness_high/run_05/frame_006_20260820T154031_522.jpg,1c6221eff6e429d500a917a4519a7df3896c04f20a06b8a678ac39cccf6f7531,green,2,260,180,277,210,0.559375,0.541667,0.035417,0.083333,transition_hash_matches_green
transition_candidates__brightness_high__run_05__frame_007_20260820T154031_649.jpg,test,transition_candidates/brightness_high/run_05/frame_007_20260820T154031_649.jpg,6c7095b3204f99daa377316d0d2eb914313c1d8260feec06f9a8431c9d661355,,,,,,,,,,,transition_visual_review_empty
transition_candidates__brightness_high__run_05__frame_008_20260820T154031_770.jpg,test,transition_candidates/brightness_high/run_05/frame_008_20260820T154031_770.jpg,ac8e75babde763b079c8bad90e6ac4a284c07b49afdded57a1841c34b2e7d27c,,,,,,,,,,,transition_hash_matches_unclear
transition_candidates__brightness_high__run_05__frame_009_20260820T154031_896.jpg,test,transition_candidates/brightness_high/run_05/frame_009_20260820T154031_896.jpg,b3de26645446a80486f4c05dcfef51059b3934ffc304a26dc3f8fa3c7aea1504,yellow,1,261,180,278,210,0.561458,0.541667,0.035417,0.083333,transition_visual_review
transition_candidates__brightness_high__run_05__frame_010_20260820T154032_016.jpg,test,transition_candidates/brightness_high/run_05/frame_010_20260820T154032_016.jpg,90dbacbab90e0ec727a5e598852c72a3943f183e51542aedeb5a4e01c0c0cd13,yellow,1,261,180,278,210,0.561458,0.541667,0.035417,0.083333,transition_hash_matches_yellow
transition_candidates__brightness_high__run_05__frame_011_20260820T154032_138.jpg,test,transition_candidates/brightness_high/run_05/frame_011_20260820T154032_138.jpg,084f56e1836bb2187b150ab986537f3542f23c61039631b65b08c5e5890f2c4e,yellow,1,261,180,278,210,0.561458,0.541667,0.035417,0.083333,transition_hash_matches_yellow
transition_candidates__brightness_high__run_05__frame_012_20260820T154032_266.jpg,test,transition_candidates/brightness_high/run_05/frame_012_20260820T154032_266.jpg,19816dd2d83e03fdadcb9541eac7d5b1900110f03a1041ac2aadb78446196cd1,yellow,1,261,180,279,211,0.562500,0.543056,0.037500,0.086111,transition_hash_matches_yellow
transition_candidates__brightness_high__run_05__frame_013_20260820T154032_399.jpg,test,transition_candidates/brightness_high/run_05/frame_013_20260820T154032_399.jpg,ef21d92816f75aafbfbbf47c5f095b3276d55132a5022f07af314ea117bb97a1,yellow,1,261,180,279,211,0.562500,0.543056,0.037500,0.086111,transition_hash_matches_yellow
